大佬软件,#genre#
靖洋戏剧,P2p://147.135.39.171:9906/6867a22a000b7799949ca28717b451f5.ts
中视菁采,P2p://147.135.39.171:9906/6867a07b0000813094960c2053bb31ec.ts
八大,P2p://147.135.39.171:9906/686141c600004a257bb419081c1d2844.ts


央视,#genre#

CCTV-01,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8
CCTV-01,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8
CCTV-01,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV-01,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV-02,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV-03,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8
CCTV-03,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV-04,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8
CCTV-05,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV-05,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV-06,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8
CCTV-06,https://zby.130519.xyz/PLTV/11/224/3221226148/index.m3u8
CCTV-07,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8
CCTV-07,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8
CCTV-07,https://zby.130519.xyz/PLTV/11/224/3221226137/index.m3u8
CCTV-08,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8
CCTV-08,https://zby.130519.xyz/PLTV/11/224/3221226167/index.m3u8
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8
CCTV-12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8
CCTV-12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8
CCTV-13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8
CCTV-14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8
CCTV-14,https://zby.130519.xyz/PLTV/11/224/3221226150/index.m3u8
CCTV-15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8
CCTV-16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8





CCTV-01,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV-02,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV-03,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV-04,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV-05,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV-5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV-06,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV-07,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV-08,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV-09,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV-10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV-11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV-12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV-13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV-14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV-15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV-16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV-17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17


     ,#genre#


凤凰中文,http://play-ali.cloudvdn.com/live/00987tp3309.flv
凤凰资讯,http://play-ali.cloudvdn.com/live/00987tp0032.flv
凤凰香港,http://play-ali.cloudvdn.com/live/00987tp0033.flv
翡翠台,http://play-ali.cloudvdn.com/live/00987tp0031.flv


凤凰中文,https://4k.11cn.dpdns.org/27.m3u8
凤凰资讯,https://4k.11cn.dpdns.org/28.m3u8
凤凰香港,https://4k.11cn.dpdns.org/29.m3u8
香港翡翠台,https://4k.11cn.dpdns.org/30.m3u8
香港无线新闻,https://4k.11cn.dpdns.org/31.m3u8
星河,https://4k.11cn.dpdns.org/32.m3u8
香港明珠,https://4k.11cn.dpdns.org/33.m3u8
华丽翡翠,https://4k.11cn.dpdns.org/34.m3u8
千喜经典,https://4k.11cn.dpdns.org/35.m3u8
天映经典,,https://4k.11cn.dpdns.org/36.m3u8
天映频道,https://4k.11cn.dpdns.org/37.m3u8
AOD,https://4k.11cn.dpdns.org/38.m3u8
AEC,https://4k.11cn.dpdns.org/39.m3u8
QJ,https://4k.11cn.dpdns.org/40.m3u8
欢喜台,https://4k.11cn.dpdns.org/41.m3u8




凤凰中文,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
明珠台,http://t.061899.xyz/tl/js/js.php?id=tvbmzt
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk
凤凰中文,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8
凤凰资讯,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8
凤凰香港,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8

凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰资讯,http://iptv.4666888.xyz/iptv2A.php?id=凤凰资讯
凤凰香港,http://iptv.4666888.xyz/iptv2A.php?id=凤凰香港
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=TVB翡翠
明珠台,http://iptv.4666888.xyz/iptv2A.php?id=TVB明珠
TVBPlus,http://iptv.4666888.xyz/iptv2A.php?id=TVBPLUS
NOW新闻,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
VIUTV,http://iptv.4666888.xyz/iptv2A.php?id=VIUTV
TVB千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=TVB千禧经典
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=TVB1
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=TVBJ1
中天新闻,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
星空卫视,http://iptv.4666888.xyz/iptv2A.php?id=星空卫视
重温经典,http://iptv.4666888.xyz/iptv2A.php?id=重温经典
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=八度空间
综艺玩很大,http://iptv.4666888.xyz/iptv2A.php?id=综艺玩很大
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=爱奇艺
TVBS台剧,http://iptv.4666888.xyz/iptv2A.php?id=TVBS台剧
纬来戏剧,http://iptv.4666888.xyz/iptv2A.php?id=纬来戏剧

TVBPlus,http://vallest.uk/livehttpplay?channel_id=30023
TVBPlus,http://vallest.uk/livehttpplay?channel_id=20122
凤凰中文,http://vallest.uk/livehttpplay?channel_id=30014
凤凰中文,http://vallest.uk/livehttpplay?channel_id=20065
凤凰资讯,http://vallest.uk/livehttpplay?channel_id=30015
凤凰资讯,http://vallest.uk/livehttpplay?channel_id=20066
凤凰香港,http://vallest.uk/livehttpplay?channel_id=20067
凤凰香港,http://vallest.uk/livehttpplay?channel_id=30016
有线综合台,http://vallest.uk/livehttpplay?channel_id=20152
无线新闻台,http://vallest.uk/livehttpplay?channel_id=30024
翡翠台,http://vallest.uk/livehttpplay?channel_id=20124
明珠台,http://vallest.uk/livehttpplay?channel_id=30026
明珠台,http://vallest.uk/livehttpplay?channel_id=20125
VIUTV,http://vallest.uk/livehttpplay?channel_id=30032
VIUTV,http://vallest.uk/livehttpplay?channel_id=20131
VIU6TV,http://vallest.uk/livehttpplay?channel_id=30033
VIU6TV,http://vallest.uk/livehttpplay?channel_id=20132
RTHK-31,http://vallest.uk/livehttpplay?channel_id=30066
RTHK-32,http://vallest.uk/livehttpplay?channel_id=30067
RTHK-32,http://vallest.uk/livehttpplay?channel_id=20203
RTHK-32,http://vallest.uk/livehttpplay?channel_id=30028


中天新闻,rtmp://hc.siqianginfo.com/live/yifatv-ztxw01 
中天CTI+,rtmp://hc.siqianginfo.com/live/yifatv-ztxw02

龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龙华洋片,https://cdn8.163189.xyz/live/lhyp/stream.m3u8


TVB1,https://php.946985.xyz/iptv/jacktv.php?id=qfem9f
TVBJ1,https://php.946985.xyz/iptv/jacktv.php?id=amvv4c
TVB亚洲武侠,https://php.946985.xyz/iptv/jacktv.php?id=ui52ds
TVB娱乐新闻台,https://php.946985.xyz/iptv/jacktv.php?id=1qhsxd
TVB华丽翡翠台,https://php.946985.xyz/iptv/jacktv.php?id=ack9d0
TVB星河,https://php.946985.xyz/iptv/jacktv.php?id=r3r2ax
TVB星河,https://php.946985.xyz/iptv/jacktv.php?id=902h30
翡翠剧集台,https://php.946985.xyz/iptv/jacktv.php?id=z6wcpk
千禧经典台,https://php.946985.xyz/iptv/jacktv.php?id=wd5j3f
美亚电影台,https://php.946985.xyz/iptv/jacktv.php?id=giopyf
天映频道,https://php.946985.xyz/iptv/jacktv.php?id=zj9t42
天映经典,https://php.946985.xyz/iptv/jacktv.php?id=zj9t422
爱奇艺,https://php.946985.xyz/iptv/jacktv.php?id=22srd7
八度空间,https://php.946985.xyz/iptv/jacktv.php?id=5ptyer
CH5,https://php.946985.xyz/iptv/jacktv.php?id=vuwu5t
CH8,https://php.946985.xyz/iptv/jacktv.php?id=nflkrp
CHU,https://php.946985.xyz/iptv/jacktv.php?id=38qg8r
Astro AOD,https://php.946985.xyz/iptv/jacktv.php?id=dj67mt
Astro AEC,https://php.946985.xyz/iptv/jacktv.php?id=4pq294
Astro QJ,https://php.946985.xyz/iptv/jacktv.php?id=1i2ari
非凡新闻,rtmp://f13h.mine.nu:1935/sat/tv581

凤凰卫视中文台,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰卫视中文台，https://cdn9.163189.xyz/smt1.1.php?id=phoenixtv_hd
凤凰卫视中文台,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixtv_hd
凤凰卫视中文台,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰卫视资讯台,https://cdn9.163189.xyz/smt1.1.php?id=phoenixinfo_hd
凤凰卫视资讯台,https://cdn9.163189.xyz/smt3.1.1.php?id=phoenixinfo_hd
凤凰卫视资讯台,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰卫视香港台,https://cdn9.163189.xyz/smt1.1.php?id=hkphoenix_twn
凤凰卫视香港台,https://cdn9.163189.xyz/smt3.1.1.php?id=hkphoenix_twn
凤凰卫视香港台,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
TVB无线新闻台,https://cdn9.163189.xyz/smt1.1.php?id=inews_twn
TVB翡翠台,https://cdn9.163189.xyz/smt1.1.php?id=jade_twn
TVB翡翠台,https://cdn9.163189.xyz/smt3.1.1.php?id=jade_twn
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,https://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
华丽翡翠台,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbjade
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
 TVB明珠,https://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
TVB明珠,https://cdn9.163189.xyz/smt3.1.1.php?id=pearl_twn
TVB明珠,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB星河,https://cdn9.163189.xyz/smt1.1.php?id=Xinhe
TVB星河,https://cdn9.163189.xyz/smt3.1.1.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB娱乐新闻台,https://cdn9.163189.xyz/smt1.1.php?id=Tvbentertainment
TVB娱乐新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
TVB娱乐新闻台,http://php.jdshipin.com:8880/smt.php?id=Tvbentertainment
千禧经典台,https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
千禧经典台,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
RHK31,https://cdn9.163189.xyz/smt1.1.php?id=rhk31_twn
RHK31,https://cdn9.163189.xyz/smt3.1.1.php?id=rhk31_twn
RHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RHK32,https://cdn9.163189.xyz/smt1.1.php?id=rhk32_twn
RHK32,https://cdn9.163189.xyz/smt3.1.1.php?id=rhk32_twn
RHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
VIUTV(粤),https://cdn9.163189.xyz/smt1.1.php?id=viu1_twn
VIUTV(粤),https://cdn9.163189.xyz/smt3.1.1.php?id=viu1_twn
VIUTV(粤),http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIUTV6,https://cdn9.163189.xyz/smt1.1.php?id=viusix_twn
VIUTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
VIUTV6,https://cdn9.163189.xyz/smt3.1.1.php?id=viusix_twn
天映频道,https://cdn9.163189.xyz/smt1.1.php?id=Celestial
天映频道,https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典,https://cdn9.163189.xyz/smt1.1.php?id=Celestial2
天映经典,https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial2
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
爱奇艺,https://cdn9.163189.xyz/smt1.1.php?id=Qiyi
爱奇艺,https://cdn9.163189.xyz/smt3.1.1.php?id=Qiyi
爱奇艺,http://php.jdshipin.com:8880/smt.php?id=Qiyi
AstroQJ,https://cdn9.163189.xyz/smt1.1.php?id=Quanjia
AstroQJ,https://cdn9.163189.xyz/smt3.1.1.php?id=Quanjia
AstroQJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
AstroAod,https://cdn9.163189.xyz/smt1.1.php?id=Aodhd
AstroAod,https://cdn9.163189.xyz/smt3.1.1.php?id=Aodhd
AstroAod,http://php.jdshipin.com:8880/smt.php?id=Aodhd
AstroAec,https://cdn9.163189.xyz/smt1.1.php?id=AEC
AstroAec,https://cdn9.163189.xyz/smt3.1.1.php?id=AEC
AstroAec,http://php.jdshipin.com:8880/smt.php?id=AEC
Astro欢喜台,https://cdn9.163189.xyz/smt1.1.php?id=Huahee
Astro欢喜台,https://cdn9.163189.xyz/smt3.1.1.php?id=Huahee
Astro欢喜台,http://php.jdshipin.com:8880/smt.php?id=Huahee

澳视澳门,http://182.93.7.202:1001/hls/1/index.m3u8
澳门葡语,http://182.93.7.202:1001/hls/2/index.m3u8
澳门资讯,http://182.93.7.202:1001/hls/3/index.m3u8
澳门Macau,http://182.93.7.202:1001/hls/4/index.m3u8
澳门体育,http://182.93.7.202:1001/hls/16/index.m3u8
凤凰卫视资讯台,http://182.93.7.202:1001/hls/301/index.m3u8
凤凰卫视中文台,http://182.93.7.202:1001/hls/302/index.m3u8
TVB翡翠台,http://182.93.7.202:1001/hls/307/index.m3u8
TVB明珠,http://182.93.7.202:1001/hls/308/index.m3u8
TVB无线新闻台,http://182.93.7.202:1001/hls/313/index.m3u8
星空卫视,http://182.93.7.202:1001/hls/314/index.m3u8
ChanneIV,http://182.93.7.202:1001/hls/311/index.m3u8
VIUTV6,http://182.93.7.202:1001/hls/315/index.m3u8
VIUTV,http://182.93.7.202:1001/hls/316/index.m3u8








     ,#genre#
凤凰卫视资讯台,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰卫视香港台,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
TVB翡翠台,http://t.061899.xyz/tl/js/js.php?id=tvbfct
TVB无线新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
TVB Plus,http://t.061899.xyz/tl/js/js.php?id=tvbplus
TVB明珠,http://t.061899.xyz/tl/js/js.php?id=tvbmzt
香港有线新闻台,http://t.061899.xyz/tl/js/js.php?id=xgyxxwt
香港有线18台,http://t.061899.xyz/tl/js/js.php?id=18xgyxt
香港有线18台(备),http://t.061899.xyz/tl/js/js.php?id=18xgyxtb
NOW直播台,http://t.061899.xyz/tl/js/js.php?id=nowzbt
NOW新闻台,http://t.061899.xyz/tl/js/js.php?id=nowxwt
NOW财经台,http://t.061899.xyz/tl/js/js.php?id=nowcjt
ViuTV,http://t.061899.xyz/tl/js/js.php?id=viutv
ViuTV6,http://t.061899.xyz/tl/js/js.php?id=6viutv
HOY76,http://t.061899.xyz/tl/js/js.php?id=hoygjcjt
HOY78,http://t.061899.xyz/tl/js/js.php?id=hoyzxt
HOY77,http://t.061899.xyz/tl/js/js.php?id=hoytv
港台电视31,http://t.061899.xyz/tl/js/js.php?id=31gtds
港台电视32,http://t.061899.xyz/tl/js/js.php?id=32gtds
中天新闻台,http://t.061899.xyz/tl/js/js.php?id=ztxwt
东森新闻台,http://t.061899.xyz/tl/js/js.php?id=dsxwt
东森财经新闻台,http://t.061899.xyz/tl/js/js.php?id=dscjxwt
中视新闻台,http://t.061899.xyz/tl/js/js.php?id=zsxwt
台视新闻台,http://t.061899.xyz/tl/js/js.php?id=tsxwt
三立新闻台,http://t.061899.xyz/tl/js/js.php?id=slxwt
民视新闻台,http://t.061899.xyz/tl/js/js.php?id=msxwt
华视新闻台,http://t.061899.xyz/tl/js/js.php?id=hsxwt
镜新闻,http://t.061899.xyz/tl/js/js.php?id=jdsxwt
寰宇新闻台,http://t.061899.xyz/tl/js/js.php?id=hyxwt
寰宇新闻台湾台,http://t.061899.xyz/tl/js/js.php?id=hyxwtwt
TVBS新闻台,http://t.061899.xyz/tl/js/js.php?id=tvbsxwt
TVBS HD,http://t.061899.xyz/tl/js/js.php?id=tvbshd
中视HD,http://t.061899.xyz/tl/js/js.php?id=hdzs
台视HD,http://t.061899.xyz/tl/js/js.php?id=hdts
民视HD,http://t.061899.xyz/tl/js/js.php?id=hdms
华视HD,http://t.061899.xyz/tl/js/js.php?id=hdhs
三立台湾台,http://t.061899.xyz/tl/js/js.php?id=sltwt
緯來體育台,http://t.061899.xyz/tl/js/js.php?id=wltyt
纬来日本台,http://t.061899.xyz/tl/js/js.php?id=wlrbt
纬来育乐台,http://t.061899.xyz/tl/js/js.php?id=wlylt
DAZN 1,http://t.061899.xyz/tl/js/js.php?id=1dazn
DAZN 2,http://t.061899.xyz/tl/js/js.php?id=2dazn
爱尔达体育1台,http://t.061899.xyz/tl/js/js.php?id=1aedtyt
爱尔达体育2台,http://t.061899.xyz/tl/js/js.php?id=2aedtyt
爱尔达体育3台,http://t.061899.xyz/tl/js/js.php?id=3aedtyt
爱尔达体育4台,http://t.061899.xyz/tl/js/js.php?id=4aedtyt
大爱一台,http://t.061899.xyz/tl/js/js.php?id=dayt
大爱二台,http://t.061899.xyz/tl/js/js.php?id=daet
HBO HD,http://t.061899.xyz/tl/js/js.php?id=hbohd
好莱坞电影,http://t.061899.xyz/tl/js/js.php?id=hlwdy
FOX新聞,http://t.061899.xyz/tl/js/js.php?id=foxxw
CNN新闻,http://t.061899.xyz/tl/js/js.php?id=cnnxw
BBC新闻,http://t.061899.xyz/tl/js/js.php


   ,#genre#
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰资讯,http://iptv.4666888.xyz/iptv2A.php?id=凤凰资讯
凤凰香港,http://iptv.4666888.xyz/iptv2A.php?id=凤凰香港
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=TVB翡翠
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=TVB明珠
TVBPLUS,http://iptv.4666888.xyz/iptv2A.php?id=TVBPLUS
NOW新闻,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
VIUTV,http://iptv.4666888.xyz/iptv2A.php?id=VIUTV
TVB千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=TVB千禧经典
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=TVB1
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=TVBJ1
中天新闻,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
星空卫视,http://iptv.4666888.xyz/iptv2A.php?id=星空卫视
重温经典,http://iptv.4666888.xyz/iptv2A.php?id=重温经典
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=八度空间
综艺玩很大,http://iptv.4666888.xyz/iptv2A.php?id=综艺玩很大
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=爱奇艺
TVBS台剧,http://iptv.4666888.xyz/iptv2A.php?id=TVBS台剧

纬来戏剧,http://iptv.4666888.xyz/iptv2A.php?id=纬来戏剧
